,zip,state_x,total,below40,i40_45,i45_50,plus50,s_black,s_hispanic,s_asian,s_unknown,s_other,s_nativeAmerican,s_female,s_male,plus50sum,plus50count,state_y,ratio,ratio_err,std3,r_minus_3std,ratio_minus_std,ratio_rank,rmstd_rank,trunc_zip,new_zip
1531,17053,PA,24,0,3,5,16,6,13,1,3,0,0,9,12,27.0,35.0,PA,0.7714285714285715,0.07097817181807071,0.21293451545421216,0.5584940559743593,0.7004503996105007,979.0,1012.0,17053,<generator object <genexpr> at 0x7f6fbe722a50>
1532,17055,PA,231,10,33,60,128,47,61,88,25,0,0,83,123,474.0,591.0,PA,0.8020304568527918,0.016390827525170532,0.0491724825755116,0.7528579742772803,0.7856396293276213,866.0,756.0,17055,<generator object <genexpr> at 0x7f6fbe722a50>
1533,17057,PA,330,21,23,71,215,111,124,58,38,0,0,158,134,785.0,919.0,PA,0.8541893362350381,0.011641634510569158,0.03492490353170748,0.8192644327033306,0.8425477017244689,633.0,530.0,17057,<generator object <genexpr> at 0x7f6fbe722a50>
1534,17058,PA,7,0,1,4,2,0,6,0,0,0,0,3,4,21.0,25.0,PA,0.84,0.07332121111929346,0.21996363335788038,0.6200363666421196,0.7666787888807065,706.5,836.0,17058,<generator object <genexpr> at 0x7f6fbe722a50>
1535,17059,PA,23,0,5,8,10,0,23,0,1,0,0,10,12,53.0,58.0,PA,0.9137931034482759,0.036853687304090235,0.1105610619122707,0.8032320415360052,0.8769394161441857,336.0,398.0,17059,<generator object <genexpr> at 0x7f6fbe722a50>
1536,17060,PA,3,0,0,2,1,1,0,0,1,0,0,2,0,0.0,3.0,PA,0.0,0.0,0.0,0.0,0.0,,,17060,<generator object <genexpr> at 0x7f6fbe722a50>
1537,17061,PA,9,0,1,3,5,2,6,1,0,0,0,5,4,19.0,26.0,PA,0.7307692307692307,0.08698929247330864,0.2609678774199259,0.46980135334930484,0.6437799382959221,1085.5,1114.5,17061,<generator object <genexpr> at 0x7f6fbe722a50>
1538,17062,PA,3,1,0,0,2,2,1,0,0,0,0,2,1,2.0,4.0,PA,0.5,0.25,0.75,-0.25,0.25,,,17062,<generator object <genexpr> at 0x7f6fbe722a50>
1539,17064,PA,3,0,2,1,0,0,2,1,0,0,0,0,3,8.0,10.0,PA,0.8,0.12649110640673514,0.37947331922020544,0.4205266807797946,0.6735088935932649,,,17064,<generator object <genexpr> at 0x7f6fbe722a50>
1540,17065,PA,10,0,0,2,8,2,8,0,0,0,0,8,2,19.0,28.0,PA,0.6785714285714286,0.08825940761227649,0.2647782228368295,0.4137932057345991,0.5903120209591521,1184.0,1189.0,17065,<generator object <genexpr> at 0x7f6fbe722a50>
1541,17066,PA,76,4,4,8,60,51,2,1,1,0,0,54,21,65.0,86.0,PA,0.7558139534883721,0.04632534355859113,0.13897603067577338,0.6168379228125987,0.709488609929781,1030.0,991.0,17066,<generator object <genexpr> at 0x7f6fbe722a50>
1542,17067,PA,53,4,14,16,19,6,38,5,7,0,0,23,23,78.0,113.0,PA,0.6902654867256637,0.04349743605108362,0.13049230815325086,0.5597731785724128,0.6467680506745801,1171.0,1110.0,17067,<generator object <genexpr> at 0x7f6fbe722a50>
1543,17068,PA,7,0,3,1,3,2,5,0,0,0,0,2,5,5.0,9.0,PA,0.5555555555555556,0.16563466499998442,0.49690399499995325,0.05865156055560233,0.38992089055557116,,,17068,<generator object <genexpr> at 0x7f6fbe722a50>
1544,17070,PA,292,16,31,55,190,79,132,31,22,0,0,172,98,442.0,608.0,PA,0.7269736842105263,0.018067988679636358,0.05420396603890908,0.6727697181716172,0.70890569553089,1099.0,995.0,17070,<generator object <genexpr> at 0x7f6fbe722a50>
1545,17073,PA,21,4,3,5,9,2,16,2,1,0,0,12,8,30.0,44.0,PA,0.6818181818181818,0.07021754325605963,0.2106526297681789,0.4711655520500029,0.6116006385621221,1178.0,1163.0,17073,<generator object <genexpr> at 0x7f6fbe722a50>
1546,17074,PA,10,1,1,3,5,1,7,0,2,0,0,4,4,22.0,25.0,PA,0.88,0.0649923072370877,0.19497692171126307,0.685023078288737,0.8150076927629123,509.5,653.5,17074,<generator object <genexpr> at 0x7f6fbe722a50>
1547,17077,PA,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0,3.0,PA,1.0,0.0,0.0,1.0,1.0,,,17077,<generator object <genexpr> at 0x7f6fbe722a50>
1548,17078,PA,224,15,21,69,119,38,81,84,28,0,0,117,79,339.0,472.0,PA,0.7182203389830508,0.020706784877068063,0.06212035463120419,0.6560999843518467,0.6975135541059827,1114.0,1021.0,17078,<generator object <genexpr> at 0x7f6fbe722a50>
1549,17080,PA,2,0,0,0,2,1,1,0,0,0,0,1,1,4.0,4.0,PA,1.0,0.0,0.0,1.0,1.0,,,17080,<generator object <genexpr> at 0x7f6fbe722a50>
1550,17081,PA,1,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,
1551,17082,PA,8,0,0,4,4,2,5,0,1,0,0,5,2,7.0,9.0,PA,0.7777777777777778,0.13857990321384966,0.415739709641549,0.3620380681362288,0.6391978745639282,,,17082,<generator object <genexpr> at 0x7f6fbe722a50>
1552,17086,PA,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0,2.0,PA,1.0,0.0,0.0,1.0,1.0,,,17086,<generator object <genexpr> at 0x7f6fbe722a50>
1553,17087,PA,10,0,1,5,4,0,8,0,0,0,0,7,3,16.0,22.0,PA,0.7272727272727273,0.09495144870310791,0.28485434610932375,0.44241838116340354,0.6323212785696194,1095.5,1133.0,17087,<generator object <genexpr> at 0x7f6fbe722a50>
1554,17090,PA,19,4,2,4,9,7,10,0,0,0,0,11,8,16.0,31.0,PA,0.5161290322580645,0.08975591530841967,0.26926774592525904,0.24686128633280546,0.42637311694964486,1308.0,1303.0,17090,<generator object <genexpr> at 0x7f6fbe722a50>
